city_region,graph_type,value_name,city_name,value
asia,tab-profit,transport_infrastructure,mumbai,3.1%
asia,tab-profit,economic_development,mumbai,0.7%
asia,tab-profit,ease_of_doing_business,mumbai,0.3%
asia,tab-profit,tourism,mumbai,4.5%
asia,tab-profit,connectivity,mumbai,4.2%
asia,tab-profit,employment,mumbai,5.3%
asia,tab-profit,all,hanoi,16.9%
asia,tab-profit,transport_infrastructure,hanoi,1.6%
asia,tab-profit,economic_development,hanoi,0.1%
asia,tab-profit,ease_of_doing_business,hanoi,3.7%
asia,tab-profit,tourism,hanoi,3.8%
asia,tab-profit,connectivity,hanoi,7.8%
asia,tab-profit,employment,hanoi,0%
asia,tab-profit,all,chennai,16.6%
asia,tab-profit,transport_infrastructure,chennai,2.3%
asia,tab-profit,economic_development,chennai,0.6%
asia,tab-profit,ease_of_doing_business,chennai,0%
asia,tab-profit,tourism,chennai,4.6%
asia,tab-profit,connectivity,chennai,2.6%
asia,tab-profit,employment,chennai,6.5%
asia,tab-profit,all,new_delhi,16%
asia,tab-profit,transport_infrastructure,new_delhi,4.2%
asia,tab-profit,economic_development,new_delhi,2%
asia,tab-profit,ease_of_doing_business,new_delhi,0%
asia,tab-profit,tourism,new_delhi,4.5%
asia,tab-profit,connectivity,new_delhi,3.7%
asia,tab-profit,employment,new_delhi,1.6%
middle_east,tab-profit,all,amman,15%
middle_east,tab-profit,transport_infrastructure,amman,2%
middle_east,tab-profit,economic_development,amman,0.6%
middle_east,tab-profit,ease_of_doing_business,amman,1.5%
middle_east,tab-profit,tourism,amman,3.2%
middle_east,tab-profit,connectivity,amman,7.8%
middle_east,tab-profit,employment,amman,0%
africa,tab-profit,all,cairo,13.4%
africa,tab-profit,transport_infrastructure,cairo,1.5%
africa,tab-profit,economic_development,cairo,0.9%
africa,tab-profit,ease_of_doing_business,cairo,0%
africa,tab-profit,tourism,cairo,3%
africa,tab-profit,connectivity,cairo,6.8%
africa,tab-profit,employment,cairo,1.3%
asia,tab-profit,all,bengaluru,13%
asia,tab-profit,transport_infrastructure,bengaluru,4.1%
asia,tab-profit,economic_development,bengaluru,0.3%
asia,tab-profit,ease_of_doing_business,bengaluru,0%
asia,tab-profit,tourism,bengaluru,0%
asia,tab-profit,connectivity,bengaluru,3.1%
asia,tab-profit,employment,bengaluru,5.5%
asia,tab-profit,all,kolkata,8.3%
asia,tab-profit,transport_infrastructure,kolkata,1.5%
asia,tab-profit,economic_development,kolkata,0%
asia,tab-profit,ease_of_doing_business,kolkata,0%
asia,tab-profit,tourism,kolkata,1.9%
asia,tab-profit,connectivity,kolkata,2.1%
asia,tab-profit,employment,kolkata,2.8%
